,Resample,RMSLE,p,k_V,c_V,r,k_T,d_T,c_T,T_0,V_0
147,148.0,0.9173612957308745,6.244630450671131,1200000.0,2.7587628022571873e-06,0.21290286759187182,4118.92935153842,0.011,1.6321286655518463e-08,1004509.6,25.0
148,149.0,0.8803071321712415,6.857501591122741,1200000.0,2.986832910247061e-06,0.17651393193625609,2471.07101085037,0.011,0.013377084878759327,1067817.6,25.0
149,150.0,0.9552899748540948,5.763079214766293,1200000.0,2.4554252802121246e-06,0.22149418724101366,5344.440886877477,0.011,0.016073415867699836,999232.8,25.0
150,151.0,0.8554996774934664,6.11535681651209,1200000.0,2.719280518570726e-06,0.21604312520172897,4831.570048198104,0.011,1.684831024695299e-08,1025542.0,25.0
151,152.0,0.8344688062381693,5.809413564754024,1200000.0,2.7079499491466813e-06,0.21038943614500738,4201.143843263388,0.011,0.013907581409310366,957739.2,25.0
152,153.0,0.8612286358068826,6.135848521512294,1200000.0,2.602722550271378e-06,0.20099060146548453,3489.8956997692585,0.011,0.026170381939379816,970536.8,25.0
153,154.0,0.9544194292772288,5.891135916136243,1200000.0,2.407292490938085e-06,0.18633031633591202,2641.890343680978,0.011,0.04141357376303667,1028500.0,25.0
154,155.0,0.930646328047258,6.021378887011728,1200000.0,2.7875047518099142e-06,0.2161897296719033,5114.117279946804,0.011,0.013295372287110196,933748.8,25.0
155,156.0,0.9019015288266555,5.5052519659816355,1200000.0,2.4145183150474923e-06,0.21468185433707276,2934.494892731309,0.011,0.049393089394898004,822956.4,25.0
156,157.0,0.9071703569693682,6.0601522698684605,1200000.0,2.5831629695049146e-06,0.21405535667896913,5045.902108371258,0.011,0.020989051735783193,970536.8,25.0
157,158.0,0.9243910403725868,5.486992753141045,1200000.0,2.478253608880572e-06,0.22625279681523125,4912.967269353569,0.011,0.026348000684448647,893860.0,25.0
